iter	Logloss
480	0.346537061
481	0.3464535103
482	0.3463545254
483	0.3461769835
484	0.3460526134
485	0.3459799035
486	0.34577385
487	0.3457102635
488	0.3456045037
489	0.3454603044
490	0.3453520291
491	0.3452129754
492	0.3450759404
493	0.3449047496
494	0.3447120601
495	0.3446024951
496	0.3444997988
497	0.3443479857
498	0.3442032095
499	0.3440872365
500	0.3440014705
501	0.3438817888
502	0.3437265433
503	0.3436297061
504	0.3435404135
505	0.3434133636
506	0.3433214705
507	0.3432216764
508	0.3430785437
509	0.3429255154
510	0.3427965967
511	0.3426862675
512	0.3425835912
513	0.3424730673
514	0.3423460741
515	0.3422464357
516	0.3421230532
517	0.3419978843
518	0.3419245336
519	0.3418066866
520	0.3416874054
521	0.3416226688
522	0.341427455
523	0.3413631659
524	0.3412437089
525	0.3411005376
526	0.3409008462
527	0.3407454035
528	0.3406204648
529	0.3404680248
530	0.340352949
531	0.3402451184
532	0.3401145507
533	0.3400427321
534	0.3399231166
535	0.3397639555
536	0.3396518572
537	0.3395464339
538	0.3394443757
539	0.3392856764
540	0.3391083377
541	0.3389930402
542	0.3389080524
543	0.3387809689
544	0.3386587323
545	0.338531749
546	0.3384184805
547	0.3383225013
548	0.3381267599
549	0.337967586
550	0.3378369257
551	0.3377552751
552	0.337687285
553	0.3375234366
554	0.3374486039
555	0.33733675
556	0.3372601417
557	0.3371635231
558	0.3370304477
559	0.3368373446
560	0.336731618
561	0.3366633363
562	0.3364950331
563	0.3363659995
564	0.3362236545
565	0.3361482405
566	0.3360091691
567	0.3358856223
568	0.3357445036
569	0.3356244243
570	0.3355710257
571	0.3354460687
572	0.3353221673
573	0.3351776233
574	0.3350805277
575	0.3349784295
576	0.3348214477
577	0.3347598982
578	0.3346515518
579	0.3345976843
580	0.3344173914
581	0.3342960809
582	0.334191549
583	0.3340939019
584	0.3339337735
585	0.3337716039
586	0.333687568
587	0.3335507411
588	0.3334165715
589	0.3332872394
590	0.3331487952
591	0.3330759227
592	0.332930389
593	0.3328825313
594	0.3327690372
595	0.3326900084
596	0.3325864071
597	0.332486427
598	0.3323884984
599	0.3323260572
600	0.3321707208
601	0.3321160884
602	0.3319774017
603	0.3319005289
604	0.3318221467
605	0.3316677132
606	0.3315268679
607	0.3314278899
608	0.3313651176
609	0.3312730453
610	0.3311795465
611	0.331047594
612	0.3309553478
613	0.3308617802
614	0.3307457564
615	0.3306306321
616	0.3305204216
617	0.3303908708
618	0.3301765962
619	0.3300313845
620	0.3299570883
621	0.3298297538
622	0.3296922911
623	0.3296203645
624	0.3294675907
625	0.3293723774
626	0.3293110908
627	0.3292024746
628	0.3289646323
629	0.3288717451
630	0.3287611511
631	0.3286167203
632	0.3285297399
633	0.3284235566
634	0.3283521098
635	0.3281836185
636	0.3280213604
637	0.327910359
638	0.3277678923
639	0.3276696089
640	0.3275454177
641	0.3274211082
642	0.3272573558
643	0.3271640875
644	0.326964128
645	0.326849573
646	0.3267488101
647	0.3266728928
648	0.3266038361
649	0.3264814985
650	0.3263901381
651	0.3263356793
652	0.3262274914
653	0.326066573
654	0.3259624898
655	655	0.3265651656656	0.3264634931
657	0.3263614766
658	0.3262794678
659	0.3261731124
660	0.3261153835
661	0.326055374
662	0.3259979484
663	0.3259018628
664	0.3257816453
665	0.3257284359
666	0.3256456738
667	0.3255688201
668	0.325496468
669	0.3254027444
670	0.3252973843
671	0.3251852785
672	0.3250536811
673	0.3249708698
674	0.3248422685
675	0.3248018267
676	0.3247045612
677	0.3246011466
678	0.3244520647
679	0.3243702842
680	0.324262926
681	0.3241814486
682	0.3241124931
683	0.3240709784
684	0.3239361492
685	0.323806355
686	0.3236900739
687	0.3235809479
688	0.3235072444
689	0.3234347792
690	0.3233297189
691	0.3232229305
692	0.3231536159
693	0.3231039366
694	0.3229483371
695	0.3228423406
696	0.3227903783
697	0.3226558754
698	0.322593523
699	0.3224755857
700	0.3224356117
701	0.3223080644
702	0.3222453254
703	0.3221414052
704	0.3220531343
705	0.3219123121
706	0.3217851843
707	0.3217132225
708	0.3216097884
709	0.3215221661
710	0.3214471617
711	0.321399178
712	0.3213173012
713	0.3212500925
714	0.3211474468
715	0.3210207457
716	0.3208482525
717	0.3207586364
718	0.3206672847
719	0.3205286098
720	0.3203994093
721	0.3203293528
722	0.320252644
723	0.3201181306
724	0.3200712572
725	0.3199910679
726	0.3199315432
727	0.3198199959
728	0.3197040553
729	0.3195893055
730	0.3194544038
731	0.3193570542
732	0.3191807016
733	0.3191113915
734	0.3190174755
735	0.3188662672
736	0.3188148021
737	0.3187561926
738	0.3186449744
739	0.3186022496
740	0.3185369757
741	0.318463789
742	0.3183369358
743	0.3182124975
744	0.318160745	0745	0.318016746	0746	0.317971747	0.3161845242
748	0.3160877032
749	0.3159586403
750	0.3158483668
751	0.3157946642
752	0.3157259076
753	0.3156464375
754	0.3155021699
755	0.3153341678
756	0.3152111165
757	0.3150923471
758	0.3150304741
759	0.3149558103
760	0.3148982052
761	0.3147496779
762	0.3146356918
763	0.3144355411
764	0.3143307186
765	0.3141887944
766	0.3140954301
767	0.3140410842
768	0.3138994672
769	0.3138465131
770	0.3137585123
771	0.3136852898
772	0.3135716301
773	0.3134506065
774	0.3133275128
775	0.3132603225
776	0.3131694434
777	0.3130237432
778	0.3129215913
779	0.3128319747
780	0.3127527158
781	0.312646599
782	0.3124788457
783	0.3124208997
784	0.3122887407
785	0.3121873921
786	0.3121313066
787	0.3120144637
788	0.3119685754
789	0.3118422925
790	0.3117751779
791	0.3116426771
792	0.3115991199
793	0.3113812139
794	0.3113106791
795	0.3112397588
7796	0.31324086977797	0.31310511747798	0.31303556767799	0.31292216668800	0.3127441134
801	0.3126823187
802	0.3126360324
803	0.3125131244
804	0.3123926209
805	0.3122667095
806	0.3121710667
807	0.3120311445
808	0.3119453421
809	0.3118639245
810	0.3117547532
811	0.3116689827
812	0.3115894268
813	0.3115275653
814	0.3114323154
815	0.3113420989
816	0.3112405776
817	0.3111419809
818	0.3110817525
819	0.3110260037
820	0.3109710546
821	0.3108330013
822	0.3107851408
823	0.3107408354
824	0.3106495177
825	0.3105965256
826	0.3105475708
827	0.3104571605
828	0.3103327953
829	0.3102597062
830	0.3101321249
831	0.3100576234
832	0.3099566597
833	0.3098094482
834	0.3096863343
835	0.30959989
836	0.3095280788
837	0.3094357527
838	0.3093606647
839	0.3092562702
840	0.3091459123
841	0.3090400289
842	0.3089835538
843	0.3089135937
844	0.3088126688
845	0.3087434742
846	0.3086536413
847	0.3085755961
848	0.3085044412
849	0.3083130921
850	0.3082200326
851	0.3081039312
852	0.3079603357
853	0.3079286516
854	0.3078315902
855	0.3077091292
856	0.3076278816
857	0.3075372953
858	0.3074697776
859	0.3073769456
860	0.30733131
861	0.3071650855
862	0.3070837579
863	0.3069653996
864	0.3068332018
865	0.3067062773
866	0.3066028081
867	0.3064798174
868	0.3063612021
869	0.3063072461
870	871	0.3009446268
872	0.3008366742
873	0.3007879419
874	0.3007389734
875	0.3006633931
876	0.3005447422
877	0.300429245
878	0.3002824885
879	0.3002059835
880	0.3000858816
881	0.3000001924
882	0.2999569249
883	0.2998037419
884	0.2996529613
885	0.2995588399
886	0.2994912128
887	0.299326519
888	0.2992112647
889	0.2991518308
890	0.299037019
891	0.2990094404
892	0.2988727865
893	0.2988066705
894	0.2986593681
895	0.2986056441
896	0.2984929576
897	0.2983663226
898	0.2982944231
899	0.2981865094
900	0.2980776459
901	0.2980156519
902	0.2979801164
903	0.2979385364
904	0.297890594
905	0.2977613799
906	0.2976728376
907	0.2975871245
908	0.2974848028
909	0.2973823331
910	0.2972794423
911	0.297154348
912	0.2970419875
913	0.2969193374
914	0.2968418012
915	0.2967701651
916	0.2967205599
917	0.296601206
918	0.296464175
919	0.2964020623
920	0.2962787305
921	0.2961584366
922	0.2960401355
923	0.2959083665
924	0.2958374265
925	0.2957415373
926	0.295593237
927	0.2954720959
928	0.2953844796
929	0.2952896376
930	0.2952670709
931	0.2952526851
932	0.2951362944
933	0.2950035222
934	0.2948992633
935	0.2947992001
936	0.2947357724
937	0.2946788959
938	0.2946098972
939	0.2945653565
940	0.2944733088
941	0.2943847168
942	0.2943228522
943	0.2942301074
944	0.2941267299
945	0.2940033463
946	0.2938882409
947	0.2937845545
948	0.2936553108
949	0.2935770998
950	0.293481029
951	0.2933618993
952	0.2932955625
953	0.2932489802
954	0.2931315165
955	0.293051439
956	0.2929053477
957	0.2928236041
958	0.2926896614
959	0.292576868
960	0.2925061518
961	0.2924076606
962	0.2923029513
963	0.2922286235
964	0.2921283486
965	0.2920394051
966	0.2919892768
967	0.2918593501
968	0.2917504794
969	0.2916375804
970	0.291546989
971	0.2914381617
972	0.2913888348
973	0.2912789265
974	0.2911469118
975	0.291019529
976	0.2909304618
977	0.2908287157
978	0.2907063654
979	0.2906314608
980	0.2905254722
981	0.2904184859
982	0.2903291847
983	0.2902371261
984	0.2900991251
985	0.2900250892
986	0.2899660923
987	0.2899062975
988	0.2898697081
989	0.2897772914
990	0.289673468
991	0.2895620617
992	0.2894647055
993	0.2893629049
994	0.2892795612
995	0.2891602543
996	0.2890569734
997	0.2889868485
998	0.2888625157
999	0.2887645887
.2949756551
